acc,auc,constraint,duration,fold,framework,id,info,logloss,metric,mode,models,params,result,seed,tag,task,utc,version,type,metric_type,score
0.884058,1,test,598.2,0,mlr3automl,openml.org/t/146818,,0.224113,auc,local,,,1,1.82145e+08,stable,australian,2020-08-10T07:41:54,0.0.0.9000,binary,fit,1
0.773333,1,test,595.5,0,mlr3automl,openml.org/t/10101,,0.192286,auc,local,,,1,1.82145e+08,stable,blood-transfusion,2020-08-10T07:51:50,0.0.0.9000,binary,fit,1
,,test,15.8,0,mlr3automl,openml.org/t/146821,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/40975/dataset_train_0.arff', '/...",,logloss,local,,,,1.82145e+08,stable,car,2020-08-10T07:52:06,0.0.0.9000,multiclass,loss,
0.725092,1,test,807.4,0,mlr3automl,openml.org/t/168908,,0.402086,auc,local,,,1,1.82145e+08,stable,christine,2020-08-10T08:05:35,0.0.0.9000,binary,fit,1
,,test,137.2,0,mlr3automl,openml.org/t/9981,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/1468/dataset_train_0.arff', '/h...",,logloss,local,,,,1.82145e+08,stable,cnae-9,2020-08-10T08:07:52,0.0.0.9000,multiclass,loss,
,,test,13.1,0,mlr3automl,openml.org/t/31,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/31/dataset_train_0.arff', '/hom...",,auc,local,,,,1.82145e+08,stable,credit-g,2020-08-10T08:08:05,0.0.0.9000,binary,loss,
,,test,1415.5,0,mlr3automl,openml.org/t/168909,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,1.82145e+08,stable,dilbert,2020-08-10T08:31:40,0.0.0.9000,multiclass,loss,
,,test,1211.1,0,mlr3automl,openml.org/t/168910,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,1.82145e+08,stable,fabert,2020-08-10T08:51:51,0.0.0.9000,multiclass,loss,
,,test,37.5,0,mlr3automl,openml.org/t/168911,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41143/dataset_train_0.arff', '/...",,auc,local,,,,1.82145e+08,stable,jasmine,2020-08-10T08:52:29,0.0.0.9000,binary,loss,
0.862559,1,test,594.9,0,mlr3automl,openml.org/t/3917,,0.13348,auc,local,,,1,1.82145e+08,stable,kc1,2020-08-10T09:02:24,0.0.0.9000,binary,fit,1
,,test,12,0,mlr3automl,openml.org/t/3,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/3/dataset_train_0.arff', '/home...",,auc,local,,,,1.82145e+08,stable,kr-vs-kp,2020-08-10T09:02:36,0.0.0.9000,binary,loss,
0.97,,test,601.2,0,mlr3automl,openml.org/t/12,,9.31991,logloss,local,,,9.31991,1.82145e+08,stable,mfeat-factors,2020-08-10T09:12:38,0.0.0.9000,multiclass,loss,-9.31991
0.909427,1,test,597,0,mlr3automl,openml.org/t/9952,,0.151617,auc,local,,,1,1.82145e+08,stable,phoneme,2020-08-10T09:22:36,0.0.0.9000,binary,fit,1
,,test,128.2,0,mlr3automl,openml.org/t/146822,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/40984/dataset_train_0.arff', '/...",,logloss,local,,,,1.82145e+08,stable,segment,2020-08-10T09:24:44,0.0.0.9000,multiclass,loss,
0.94152,1,test,595.5,0,mlr3automl,openml.org/t/168912,,0.0489559,auc,local,,,1,1.82145e+08,stable,sylvine,2020-08-10T09:34:41,0.0.0.9000,binary,fit,1
0.776471,,test,598.6,0,mlr3automl,openml.org/t/53,,3.83262,logloss,local,,,3.83262,1.82145e+08,stable,vehicle,2020-08-10T09:44:40,0.0.0.9000,multiclass,loss,-3.83262
0.865507,0,test,631.8,0,mlr3automl,openml.org/t/7592,,3.3544,auc,local,,,0,2.77131e+09,stable,adult,2020-08-10T10:00:36,0.0.0.9000,binary,fit,0
,,test,75.7,0,mlr3automl,openml.org/t/34539,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/4135/dataset_train_0.arff', '/h...",,auc,local,,,,2.77131e+09,stable,amazon_employee_access,2020-08-10T10:01:52,0.0.0.9000,binary,loss,
0.983421,0,test,620,0,mlr3automl,openml.org/t/168868,,7.1787,auc,local,,,0,2.77131e+09,stable,apsfailure,2020-08-10T10:12:19,0.0.0.9000,binary,fit,0
0.902698,1,test,623.6,0,mlr3automl,openml.org/t/14965,,0.122847,auc,local,,,1,2.77131e+09,stable,bank-marketing,2020-08-10T10:22:46,0.0.0.9000,binary,fit,1
,,test,208.7,0,mlr3automl,openml.org/t/146195,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/mlr3automl/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/40668/dataset_train_0.arff', '/...",,logloss,local,,,,2.77131e+09,stable,connect-4,2020-08-10T10:26:15,0.0.0.9000,multiclass,loss,
,,test,1758,0,mlr3automl,openml.org/t/146825,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,2.77131e+09,stable,fashion-mnist,2020-08-10T10:55:33,0.0.0.9000,multiclass,loss,
,,test,2067.3,0,mlr3automl,openml.org/t/168337,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,2.77131e+09,stable,guillermo,2020-08-10T11:30:00,0.0.0.9000,binary,loss,
,,test,1308.3,0,mlr3automl,openml.org/t/168329,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,2.77131e+09,stable,helena,2020-08-10T11:51:48,0.0.0.9000,multiclass,loss,
,,test,1220.6,0,mlr3automl,openml.org/t/146606,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,2.77131e+09,stable,higgs,2020-08-10T12:12:09,0.0.0.9000,binary,loss,
0.718295,,test,1019.2,0,mlr3automl,openml.org/t/168330,,0.395544,logloss,local,,,0.395544,2.77131e+09,stable,jannis,2020-08-10T12:29:55,0.0.0.9000,multiclass,loss,-0.395544
0.869478,,test,642.9,0,mlr3automl,openml.org/t/167119,,7.03101,logloss,local,,,7.03101,2.77131e+09,stable,jungle_chess_2pcs_raw_endgame_complete,2020-08-10T12:40:45,0.0.0.9000,multiclass,loss,-7.03101
,,test,1378,0,mlr3automl,openml.org/t/3945,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,2.77131e+09,stable,kddcup09_appetency,2020-08-10T13:03:43,0.0.0.9000,binary,loss,
,,test,1210.4,0,mlr3automl,openml.org/t/168335,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,2.77131e+09,stable,miniboone,2020-08-10T13:23:54,0.0.0.9000,binary,loss,
0.969539,1,test,695,0,mlr3automl,openml.org/t/9977,,0.0545269,auc,local,,,1,2.77131e+09,stable,nomao,2020-08-10T13:35:52,0.0.0.9000,binary,fit,1
0.512562,1,test,671.7,0,mlr3automl,openml.org/t/167120,,0.637582,auc,local,,,1,2.77131e+09,stable,numerai28.6,2020-08-10T13:47:23,0.0.0.9000,binary,fit,1
,,test,1316.3,0,mlr3automl,openml.org/t/168338,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,2.77131e+09,stable,riccardo,2020-08-10T14:09:20,0.0.0.9000,binary,loss,
,,test,1206.7,0,mlr3automl,openml.org/t/168332,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,2.77131e+09,stable,robert,2020-08-10T14:29:26,0.0.0.9000,multiclass,loss,
0.999828,,test,644.5,0,mlr3automl,openml.org/t/146212,,0.000851451,logloss,local,,,0.000851451,2.77131e+09,stable,shuttle,2020-08-10T14:40:17,0.0.0.9000,multiclass,loss,-0.000851451
,,test,1715.4,0,mlr3automl,openml.org/t/168331,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,2.77131e+09,stable,volkert,2020-08-10T15:08:52,0.0.0.9000,multiclass,loss,
,,test,1393.3,0,mlr3automl,openml.org/t/189354,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,1.20409e+09,stable,airlines,2020-08-10T16:12:41,0.0.0.9000,binary,loss,
,,test,11101.9,0,mlr3automl,openml.org/t/189356,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,1.20409e+09,stable,albert,2020-08-10T19:17:43,0.0.0.9000,binary,loss,
,,test,1230.2,0,mlr3automl,openml.org/t/7593,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,1.20409e+09,stable,covertype,2020-08-10T19:38:13,0.0.0.9000,multiclass,loss,
,,test,5648,0,mlr3automl,openml.org/t/189355,TimeoutError: Interrupting thread current after 1200s timeout.,,logloss,local,,,,1.20409e+09,stable,dionis,2020-08-10T21:12:21,0.0.0.9000,multiclass,loss,
0.884058,0.947368,test,4.2,0,ranger,openml.org/t/146818,,0.307563,auc,local,,,0.947368,3.78558e+09,stable,australian,2020-08-11T06:36:11,0.10.1,binary,fit,0.947368
0.773333,0.741228,test,3.9,0,ranger,openml.org/t/10101,,0.486412,auc,local,,,0.741228,3.78558e+09,stable,blood-transfusion,2020-08-11T06:36:15,0.10.1,binary,fit,0.741228
0.976879,,test,3.9,0,ranger,openml.org/t/146821,,11.0019,logloss,local,,,11.0019,3.78558e+09,stable,car,2020-08-11T06:36:19,0.10.1,multiclass,loss,-11.0019
,,test,7.6,0,ranger,openml.org/t/168908,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41142/dataset_train_0.arff', '/home...",,auc,local,,,,3.78558e+09,stable,christine,2020-08-11T06:36:26,0.10.1,binary,loss,
0.972222,,test,6.2,0,ranger,openml.org/t/9981,,0.357021,logloss,local,,,0.357021,3.78558e+09,stable,cnae-9,2020-08-11T06:36:33,0.10.1,multiclass,loss,-0.357021
0.81,0.138571,test,4.6,0,ranger,openml.org/t/31,,1.34664,auc,local,,,0.138571,3.78558e+09,stable,credit-g,2020-08-11T06:36:37,0.10.1,binary,fit,0.138571
,,test,18.6,0,ranger,openml.org/t/168909,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41163/dataset_train_0.arff', '/home...",,logloss,local,,,,3.78558e+09,stable,dilbert,2020-08-11T06:36:56,0.10.1,multiclass,loss,
,,test,5.8,0,ranger,openml.org/t/168910,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41164/dataset_train_0.arff', '/home...",,logloss,local,,,,3.78558e+09,stable,fabert,2020-08-11T06:37:02,0.10.1,multiclass,loss,
0.973244,0.457904,test,5.7,0,ranger,openml.org/t/168911,,0.130781,auc,local,,,0.457904,3.78558e+09,stable,jasmine,2020-08-11T06:37:07,0.10.1,binary,fit,0.457904
0.872038,0.847678,test,4.6,0,ranger,openml.org/t/3917,,0.317553,auc,local,,,0.847678,3.78558e+09,stable,kc1,2020-08-11T06:37:12,0.10.1,binary,fit,0.847678
0.9875,0.000430512,test,4.4,0,ranger,openml.org/t/3,,2.98995,auc,local,,,0.000430512,3.78558e+09,stable,kr-vs-kp,2020-08-11T06:37:16,0.10.1,binary,fit,0.000430512
0.96,,test,5.8,0,ranger,openml.org/t/12,,8.41422,logloss,local,,,8.41422,3.78558e+09,stable,mfeat-factors,2020-08-11T06:37:22,0.10.1,multiclass,loss,-8.41422
0.902033,0.958873,test,5.3,0,ranger,openml.org/t/9952,,0.242326,auc,local,,,0.958873,3.78558e+09,stable,phoneme,2020-08-11T06:37:27,0.10.1,binary,fit,0.958873
0.991342,,test,4.3,0,ranger,openml.org/t/146822,,20.0046,logloss,local,,,20.0046,3.78558e+09,stable,segment,2020-08-11T06:37:32,0.10.1,multiclass,loss,-20.0046
,,test,3.3,0,ranger,openml.org/t/168912,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41146/dataset_train_0.arff', '/home...",,auc,local,,,,3.78558e+09,stable,sylvine,2020-08-11T06:37:35,0.10.1,binary,loss,
0.764706,,test,4.2,0,ranger,openml.org/t/53,,3.93616,logloss,local,,,3.93616,3.78558e+09,stable,vehicle,2020-08-11T06:37:39,0.10.1,multiclass,loss,-3.93616
0.869191,0.080409,test,23.9,0,ranger,openml.org/t/7592,,5.01401,auc,local,,,0.080409,3.29219e+09,stable,adult,2020-08-11T06:57:46,0.10.1,binary,fit,0.080409
0.935612,0.828119,test,30.7,0,ranger,openml.org/t/34539,,0.437342,auc,local,,,0.828119,3.29219e+09,stable,amazon_employee_access,2020-08-11T06:58:17,0.10.1,binary,fit,0.828119
,,test,5.4,0,ranger,openml.org/t/168868,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41138/dataset_train_0.arff', '/home...",,auc,local,,,,3.29219e+09,stable,apsfailure,2020-08-11T06:58:22,0.10.1,binary,loss,
0.90513,0.934189,test,21.2,0,ranger,openml.org/t/14965,,0.197729,auc,local,,,0.934189,3.29219e+09,stable,bank-marketing,2020-08-11T06:58:44,0.10.1,binary,fit,0.934189
0.821788,,test,52.5,0,ranger,openml.org/t/146195,,0.491951,logloss,local,,,0.491951,3.29219e+09,stable,connect-4,2020-08-11T06:59:36,0.10.1,multiclass,loss,-0.491951
0.885,,test,220.3,0,ranger,openml.org/t/146825,,0.37403,logloss,local,,,0.37403,3.29219e+09,stable,fashion-mnist,2020-08-11T07:03:16,0.10.1,multiclass,loss,-0.37403
,,test,47.2,0,ranger,openml.org/t/168337,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41159/dataset_train_0.arff', '/home...",,auc,local,,,,3.29219e+09,stable,guillermo,2020-08-11T07:04:04,0.10.1,binary,loss,
,,test,4.2,0,ranger,openml.org/t/168329,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41169/dataset_train_0.arff', '/home...",,logloss,local,,,,3.29219e+09,stable,helena,2020-08-11T07:04:08,0.10.1,multiclass,loss,
,,test,5,0,ranger,openml.org/t/146606,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/23512/dataset_train_0.arff', '/home...",,auc,local,,,,3.29219e+09,stable,higgs,2020-08-11T07:04:13,0.10.1,binary,loss,
,,test,5.7,0,ranger,openml.org/t/168330,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41168/dataset_train_0.arff', '/home...",,logloss,local,,,,3.29219e+09,stable,jannis,2020-08-11T07:04:19,0.10.1,multiclass,loss,
0.811691,,test,12,0,ranger,openml.org/t/167119,,3.51742,logloss,local,,,3.51742,3.29219e+09,stable,jungle_chess_2pcs_raw_endgame_complete,2020-08-11T07:04:30,0.10.1,multiclass,loss,-3.51742
0.9768,0.693593,test,203.9,0,ranger,openml.org/t/3945,,0.113127,auc,local,,,0.693593,3.29219e+09,stable,kddcup09_appetency,2020-08-11T07:07:54,0.10.1,binary,fit,0.693593
,,test,7.2,0,ranger,openml.org/t/168335,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41150/dataset_train_0.arff', '/home...",,auc,local,,,,3.29219e+09,stable,miniboone,2020-08-11T07:08:02,0.10.1,binary,loss,
0.968668,0.993773,test,27.4,0,ranger,openml.org/t/9977,,0.0950487,auc,local,,,0.993773,3.29219e+09,stable,nomao,2020-08-11T07:08:29,0.10.1,binary,fit,0.993773
0.504464,0.50998,test,102.6,0,ranger,openml.org/t/167120,,0.696347,auc,local,,,0.50998,3.29219e+09,stable,numerai28.6,2020-08-11T07:10:12,0.10.1,binary,fit,0.50998
,,test,47.2,0,ranger,openml.org/t/168338,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41161/dataset_train_0.arff', '/home...",,auc,local,,,,3.29219e+09,stable,riccardo,2020-08-11T07:10:59,0.10.1,binary,loss,
,,test,34.5,0,ranger,openml.org/t/168332,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41165/dataset_train_0.arff', '/home...",,logloss,local,,,,3.29219e+09,stable,robert,2020-08-11T07:11:33,0.10.1,multiclass,loss,
0.999828,,test,10.5,0,ranger,openml.org/t/146212,,0.000910762,logloss,local,,,0.000910762,3.29219e+09,stable,shuttle,2020-08-11T07:11:44,0.10.1,multiclass,loss,-0.000910762
,,test,8.1,0,ranger,openml.org/t/168331,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41166/dataset_train_0.arff', '/home...",,logloss,local,,,,3.29219e+09,stable,volkert,2020-08-11T07:11:52,0.10.1,multiclass,loss,
,,test,455,0,ranger,openml.org/t/189354,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/1169/dataset_train_0.arff', '/home/...",,auc,local,,,,3.75903e+09,stable,airlines,2020-08-11T07:33:12,0.10.1,binary,loss,
,,test,12002.4,0,ranger,openml.org/t/189356,TimeoutError: Interrupting thread current after 1200s timeout.,,auc,local,,,,3.75903e+09,stable,albert,2020-08-11T10:53:15,0.10.1,binary,loss,
0.877646,,test,838,0,ranger,openml.org/t/7593,,0.395854,logloss,local,,,0.395854,3.75903e+09,stable,covertype,2020-08-11T11:07:12,0.10.1,multiclass,loss,-0.395854
,,test,9.6,0,ranger,openml.org/t/189355,"CalledProcessError: Command 'Rscript --vanilla -e ""source('/home/a/automlbenchmark/frameworks/ranger/exec.R'); run('/home/a/.openml/cache/org/openml/www/datasets/41167/dataset_train_0.arff', '/home...",,logloss,local,,,,3.75903e+09,stable,dionis,2020-08-11T11:07:22,0.10.1,multiclass,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,adult,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,adult,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,airlines,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,albert,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,albert,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,amazon_employee_access,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,apsfailure,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,australian,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,australian,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,bank-marketing,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,bank-marketing,,,binary,loss,
